Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,first_name,last_name,email,phone_number,address,state,postal_code,age
66099c96-232e-4156-97c3-9040650798db,589591,Lead Add Form,,No,No,0,,289,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,02.Medium,02.Medium,13.0,16.0,No,No,Modified,Thomas,Green,michael49@example.com,001-375-591-0552x07198,0595 Jeremy Junction Suite 000,Massachusetts,35230,51
a90f4edc-24da-40f8-85df-fd671686c0fd,644710,Landing Page Submission,Google,No,No,0,6.0,153,3.0,Email Opened,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,John,Kelly,jennifer90@example.net,+1-868-389-0284x2833,022 Allen Burg Suite 540,Maryland,99042,35
8ef88b9c-0ad7-4a0b-9166-8f926b607921,589021,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened,Rodney,Steele,jesse23@example.org,001-353-580-2706x04926,4528 Shawn Flats Apt. 354,Vermont,41880,34
07c3952c-5a62-4ac8-ac1f-5a74bc4dfb51,598481,API,Organic Search,No,No,0,4.0,1144,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,Evan,Jacobs,rangeljaclyn@example.org,584.214.3419x50963,6317 Zoe Loop Apt. 422,Tennessee,28648,34
2356ace7-6203-4928-8895-dcf24f3ea54b,580010,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,180,2.0,SMS Sent,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Tier II Cities,03.Low,01.High,12.0,19.0,No,Yes,SMS Sent,Kathleen,Porter,greenclayton@example.net,001-378-758-5847,8392 Wilkinson Tunnel,Florida,17928,72
95f2be9b-1a85-4144-8411-4958dda0a3db,606186,Landing Page Submission,Direct Traffic,No,No,0,3.0,404,3.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Worst,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent,Alan,Moore,ffreeman@example.net,223-376-5114x39963,05265 Brittney Landing,Tennessee,93439,27
9c8f2a7b-e6f1-4b64-8959-8d3cd009228c,604412,Landing Page Submission,Google,No,No,0,3.0,828,3.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent,Ryan,Barton,tracy69@example.net,343.977.2051,087 Christopher Creek,Texas,16873,54
35655e53-b678-489b-8af1-2ab00e2e8e77,625012,Landing Page Submission,Google,No,No,0,3.0,428,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Email Opened,Alfred,Brown,joannbryant@example.net,717-643-5174x45059,9727 Lawrence Forge,New Jersey,06959,73
36a79efe-1cf9-468c-976d-2a583ed4f75d,589404,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation,Amy,Ward,tomgonzalez@example.org,332-725-1199,73560 Young Mountains,Kansas,64422,60
cd395003-8649-402e-98e0-d49d94e29417,614819,Landing Page Submission,Direct Traffic,No,No,1,19.0,312,2.38,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent,Robin,Moore,lorievans@example.com,(454)202-6019,5605 Wells Keys,New York,30118,47
7232bb65-34f8-45bb-8000-4974609a6b32,635947,Landing Page Submission,Direct Traffic,Yes,No,1,9.0,1296,2.25,SMS Sent,India,Media and Advertising,Student of SomeSchool,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,Jessica,Hanson,ann13@example.net,+1-877-502-9834,32123 Gonzalez Light,California,46604,32
15400e7f-1771-4440-864e-7b229132c3b2,642439,Landing Page Submission,Direct Traffic,Yes,No,0,22.0,601,1.38,Page Visited on Website,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,Page Visited on Website,Sue,White,bdeleon@example.com,590.408.6130x310,63229 Hoffman Walk,Illinois,56063,72
48ad8218-0254-4e1c-8e82-09e5d71287c3,611444,Landing Page Submission,Google,No,No,0,2.0,105,2.0,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,Daniel,Ramirez,ktaylor@example.org,001-608-235-9547,82568 Nielsen Gateway,Oklahoma,18659,60
b5a9ffa3-75e1-43ff-9ebd-f18438cec74e,631429,Landing Page Submission,Direct Traffic,No,No,0,4.0,44,4.0,Email Opened,India,IT Projects Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened,Brian,Wilson,hernandezdebra@example.org,+1-363-372-8416,522 Victor Vista Suite 494,Alabama,87717,39
2ddb1ac9-7afa-457f-9fc6-976281d5e75e,651289,API,Google,Yes,No,0,3.0,233,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Email Opened,Carol,Schwartz,rachael76@example.com,+1-775-867-9332x472,04791 Rachel Fall Suite 423,Maryland,81471,65
9f0fac80-4bad-4240-a45f-d5260b963f1b,587827,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,365,2.0,Unsubscribed,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Worst,No,No,Student of SomeSchool,Other Metro Cities,02.Medium,02.Medium,14.0,13.0,No,Yes,Unsubscribed,Caitlin,Bennett,wheelersean@example.org,515-618-7952,526 Justin Turnpike,Virginia,50155,38
bed5e1ad-5569-44b8-9b3a-7d568417d435,657643,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation,Mitchell,Stevens,fwebb@example.com,+1-577-885-0763x1518,1862 Marks Island Apt. 127,Delaware,70219,56
3a8dd6a8-19cb-4281-9aba-fa7f01f43302,591717,API,Google,No,No,1,2.0,1105,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,Sharon,Gardner,travis79@example.net,+1-739-513-8378,139 Sanders Manor,Nebraska,83214,24
57206c7b-9c09-4fbf-a6eb-924b4071ec26,630219,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Michael,Roberts,qturner@example.org,305-710-8555,46520 Jamie Loaf Suite 497,New Jersey,27267,58
dd343c92-2c53-4fd0-bbec-8a97153220b3,627773,Landing Page Submission,Direct Traffic,No,No,0,2.0,332,2.0,Email Opened,India,International Business,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,Bradley,Moses,maysusan@example.net,(949)868-2076,1315 Gomez Viaduct,Vermont,19680,37
83776e64-c8be-4c21-a848-917e53667ce9,595902,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,SMS Sent,Elaine,Evans,christopherleach@example.net,(753)687-3488x60002,863 Arnold Tunnel,Michigan,45471,50
dad77ab8-27da-44ff-88b0-fac34b04b862,606054,Landing Page Submission,Direct Traffic,No,No,1,4.0,1559,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Thane & Outskirts,,,,,No,No,Modified,Anna,Brown,david45@example.org,588-488-4216x90979,51343 Fuentes Avenue,Arizona,70347,71
18d01624-b646-4e0b-b06e-963bfae60776,648588,Landing Page Submission,Google,No,No,0,2.0,121,2.0,Email Opened,India,"Banking, Investment And Insurance",Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,No,Email Opened,Thomas,Anderson,browngreg@example.com,362-376-2044x83798,121 Juarez Mountain,Utah,04470,73
6ae8a31b-f96f-40d5-bbaf-49641cad451f,624343,Landing Page Submission,Google,No,No,1,5.0,2037,2.5,Email Opened,India,Finance Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Might be,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14.0,19.0,No,No,Modified,Laura,Johnson,chasebarnes@example.com,605-790-0033x510,65026 Michael Centers,Hawaii,59966,64
1522d9a2-5a37-44fe-baf1-540ce0bd0c4c,641072,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Modified,Erin,Gonzalez,delgadosarah@example.net,001-368-473-6978x8680,0292 Chase Underpass,Idaho,13023,22
d0a33d46-98c5-4629-a512-5b2d1a3469a9,627065,API,Olark Chat,No,No,1,3.0,1317,1.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,Alexander,Walsh,whitekristin@example.com,435.676.7116,2505 Brian Street Suite 424,Kentucky,84781,43
97287701-30fe-4522-bf21-5229bf543f9c,618506,API,Olark Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Angela,Horton,wcurtis@example.com,(864)547-8791,35692 Benjamin Prairie Suite 498,New Hampshire,61461,51
7681f702-be65-45a3-be58-1f918fe514cd,622705,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Email Opened,Cindy,Leon,michaelcooper@example.com,442-625-5663x8468,9181 Madden Spring,Florida,11405,38
5f80259f-3f5e-4d45-b104-04f4ee9aa3d4,624716,Landing Page Submission,Direct Traffic,No,No,0,3.0,994,1.5,Email Opened,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,Yes,Email Opened,Elizabeth,Reese,troberts@example.net,293-679-0294x40589,16716 Rodney Mission,Louisiana,17970,21
8930db53-7a68-4f45-97cc-93cc47220b86,633484,Landing Page Submission,Direct Traffic,No,No,1,5.0,586,5.0,Converted to Lead,India,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,,,,,No,Yes,Modified,Amy,Smith,gloverchristina@example.org,925.921.8324x5046,03464 Melissa Port Suite 803,Arkansas,47340,39
47ab0b4c-50be-4397-8d79-773a3d179465,587043,Landing Page Submission,Google,No,No,0,6.0,693,3.0,Page Visited on Website,India,Travel and Tourism,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,15.0,16.0,No,No,Modified,Jonathan,Young,ashleywashington@example.org,915.313.1491,0496 Gutierrez Keys,Delaware,51441,48
41f289c3-1b1c-4a15-a1fa-cc94b60ad65a,648956,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,Melissa,Miranda,baileytiffany@example.org,719-482-0386x17635,713 Duffy Ports Apt. 266,Vermont,98006,51
2bd46918-b606-476d-aac7-f4d4e5708802,655429,Landing Page Submission,Google,No,No,0,3.0,1412,3.0,SMS Sent,India,Finance Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,Mary,Santos,gardnerjeffery@example.org,(433)457-1201,9611 Mike Manor Suite 802,Wisconsin,16320,48
6775174e-d36f-411f-a634-4378e4281854,647584,Landing Page Submission,Direct Traffic,Yes,No,1,3.0,257,1.5,SMS Sent,France,International Business,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Dual Specialization Student,Other Metro Cities,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent,Michael,Thomas,jeremypena@example.com,549.780.9440,207 Justin Haven,Mississippi,44940,33
0414d265-adc6-4c18-af8f-4bdd0ed44584,600528,Landing Page Submission,Google,No,No,1,8.0,422,1.6,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,,,,,No,No,SMS Sent,Henry,Ramirez,bradley44@example.net,8103904080,422 Gerald Ranch Apt. 462,Hawaii,69705,41
ad76d9ee-3ab2-4929-9e7c-0e9e4d599b9e,632278,Landing Page Submission,Organic Search,No,No,0,3.0,166,3.0,Converted to Lead,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,,,,,No,No,Modified,Derek,Peterson,johnnymcknight@example.org,6437511539,9014 Murray Summit,Pennsylvania,11947,19
975383be-6213-47a9-8d08-54401a6a7f63,596970,API,Organic Search,No,No,0,4.0,157,4.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent,Aaron,West,gary63@example.net,5237998564,99937 Richardson Shoal,Mississippi,75070,67
0fb8b08d-ee8f-4980-be24-a600c2e98775,587040,Landing Page Submission,Direct Traffic,No,No,1,1.0,944,1.0,Converted to Lead,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,Yes,Modified,John,Stark,allentracey@example.net,698-790-5722,0539 Gardner Lane Suite 537,Wyoming,86210,18
339ffc91-990c-4ead-8e96-51867f292e8d,641925,API,Google,No,No,0,2.0,2117,2.0,Olark Chat Conversation,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified,Christopher,Santiago,nramirez@example.net,8023970273,8286 Rose Springs,Pennsylvania,92949,74
763834b1-4982-4609-a91b-b167b26f1caf,631746,Landing Page Submission,Google,No,No,0,7.0,159,2.33,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Thane & Outskirts,02.Medium,02.Medium,13.0,14.0,No,No,Modified,Laura,Morse,vherring@example.com,+1-606-976-8102x175,1423 Daniel Ridge Apt. 275,Texas,37561,59
920475de-b992-41a5-b8bd-737eb6a39b10,603330,Landing Page Submission,Direct Traffic,No,No,0,5.0,216,5.0,Email Opened,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,Zachary,Bennett,erikaford@example.com,+1-765-715-6093x41219,8457 Hughes Port Apt. 955,Kentucky,19277,41
7e942f06-0d42-4444-bb24-dcf5f76c7e2c,651725,API,Referral Sites,No,No,0,2.0,480,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened,Elizabeth,Peterson,georgealexandria@example.com,(316)446-7501,6970 Arroyo Extension Suite 629,Maine,20203,57
728c42d6-4061-4083-9deb-91abefa4c7fa,635571,Landing Page Submission,Direct Traffic,No,No,0,2.0,1223,2.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified,Paul,Payne,ortizscott@example.com,001-245-693-2821,198 Brooks Landing,Wyoming,80148,62
9908ed2b-d8f8-4999-b60d-d8ac7bae5004,583340,Landing Page Submission,Direct Traffic,No,No,0,1.0,446,1.0,Converted to Lead,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,Modified,Donald,Hill,gcruz@example.net,001-904-860-4464x49331,16064 Sydney Junction,Indiana,90583,32
68731e4b-1036-4bcf-8bcb-64251ca09708,621044,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,Elizabeth,Gonzalez,bowenemily@example.com,+1-304-734-6675x05959,2464 Michele Mills,West Virginia,55513,57
cbd885a0-9099-4cc2-a38e-8f7d855bc089,630936,Landing Page Submission,Google,No,No,0,5.0,228,2.5,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified,Nancy,White,tkrause@example.net,+1-922-761-0649x96236,5975 Matthew Parks Apt. 040,Connecticut,78865,36
55c2c32b-e9d7-45d0-8575-d7eee4e4b6b0,633140,API,Google,No,No,1,2.0,1241,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,Daniel,Valentine,rebeccafleming@example.com,900.327.1910,4313 Morgan Overpass,Connecticut,69856,29
d0514e93-3542-4931-9b36-8eabf519606d,624434,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent,Krista,Williams,douglasemily@example.org,(932)239-8351,89710 Jeffrey Plain,Georgia,12925,27
ba7f4007-6d26-4862-bd13-2897bf30eebb,643078,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,432,1.67,Unsubscribed,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Unsubscribed,Scott,Ross,deanandrew@example.org,747.281.2252x30703,8030 Murray Loaf,Oregon,72535,53
e9e33f07-de93-443f-a443-c90b26ae7dc0,590596,Lead Add Form,Welingak Website,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,Jose,Gonzalez,alexander05@example.net,429.478.9683x866,01730 Gabriella Extension,Montana,48428,63
aa994ac7-bf38-4b47-85cd-afbdd9c556b8,598753,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Mumbai,,,,,No,No,Email Opened,Jimmy,Ellison,chelseareed@example.com,835-745-8787x46160,626 Jordan Flat,Wyoming,17063,47
3f06e250-fc09-4ba9-9e02-4853ef19241b,584822,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,SMS Sent,Alex,Martin,keithlee@example.com,573-252-0143,9598 Foster Lakes Apt. 904,Delaware,51080,63
d4fb2eca-f615-4a2f-988a-37b8cced38e1,612711,Landing Page Submission,Google,No,No,1,12.0,1117,2.4,Page Visited on Website,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Mumbai,01.High,01.High,17.0,18.0,No,Yes,Modified,Alexander,Fernandez,meganrogers@example.org,3302371284,744 Flores Path,Wisconsin,15090,50
8f12e9b9-1056-4815-817c-6bc802f0d356,654703,API,Organic Search,No,No,0,7.0,133,3.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,Heather,Valdez,shawn43@example.net,704-222-0135,873 Audrey Shoal,New Hampshire,67531,40
805517c2-111b-4888-bf37-d40874af07ea,610865,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Link Clicked,Victoria,Adams,xbraun@example.net,001-898-557-1067x559,215 Lester Ridges Apt. 717,Maryland,45945,56
e915539a-ff15-4ec6-879e-8bf04416f439,615468,API,Google,No,No,0,3.0,518,3.0,Olark Chat Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Select,,,,,No,No,Modified,Jenny,Rose,liuvalerie@example.org,(646)798-5287x60629,69606 Davis Rue,Montana,52219,45
6e2bb2ce-9e9c-438e-be09-3ffda8537f61,580548,Landing Page Submission,Organic Search,No,No,0,4.0,1965,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,SMS Sent,James,Wilson,halljulie@example.com,3774762786,59986 Gibson Lane,Mississippi,64674,21
1623c654-38c6-4290-bdc4-c6505eedd043,639297,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified,Alexa,Clark,qdiaz@example.com,+1-331-599-2295x88744,2629 Warren Fork Apt. 337,South Dakota,12995,19
4765201f-2aca-4082-a7f1-0f5f59478987,649316,API,Referral Sites,No,No,1,5.0,865,1.67,Olark Chat Conversation,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,15.0,No,No,Modified,Kevin,Arnold,amysmith@example.com,(804)926-3875x4909,174 Gilbert Pike Suite 229,Michigan,72026,34
ac1e6639-d381-4543-b565-294617303449,645790,Landing Page Submission,Direct Traffic,No,No,1,4.0,754,2.0,Page Visited on Website,Bahrain,International Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Page Visited on Website,Erika,Williams,danawatkins@example.net,001-210-501-5986x28592,91185 Dylan Mills Apt. 655,Pennsylvania,96591,25
da33007b-7215-4b40-a71f-f7278190ce3f,591823,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Email Opened,Timothy,Palmer,williamsfrancisco@example.com,845-997-1683,50924 Bonnie Spur,Texas,47911,43
c7cc4b98-b373-48c1-bede-d2c81470f4cc,601039,Landing Page Submission,Google,No,No,1,4.0,719,4.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent,Sarah,Keller,jbaxter@example.org,(629)273-4896x05073,22438 Richard Falls Apt. 059,Georgia,42858,59
950b852d-91f3-483c-a1d9-fcf5b2d31893,580914,Landing Page Submission,Direct Traffic,No,No,0,2.0,8,2.0,Email Opened,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened,Jennifer,Gillespie,valentinebrandon@example.org,(843)533-3150,839 Cantrell Extensions Apt. 787,Alabama,45113,52
123fd8a8-2916-4453-b25f-4ca786a48d67,638674,Landing Page Submission,Google,No,No,0,5.0,740,2.5,Page Visited on Website,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Page Visited on Website,Lawrence,Miranda,katherine40@example.com,001-369-288-3296x092,458 Jessica Square Apt. 911,Tennessee,61662,72
60573f0e-6c9e-4e42-b600-acec8e55884f,582665,API,Google,No,No,0,3.0,312,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened,Peter,Werner,christinahunt@example.net,001-512-888-6509x638,199 James Points Apt. 118,North Dakota,82902,44
0c032340-564b-4374-92d7-ede70116d5f7,630804,API,Google,No,No,0,2.0,1553,1.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,,,,,No,No,Modified,Richard,Spencer,fcastro@example.net,6922466193,81636 Haley Track Apt. 552,Michigan,52100,56
ccf2a916-309e-4d3a-809f-a3ec744ddf32,601933,Landing Page Submission,Organic Search,No,No,0,5.0,223,2.5,Email Opened,United Arab Emirates,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened,Max,Curtis,parker49@example.net,943-635-9002,89986 Carlson Tunnel,New Hampshire,82942,65
9702348d-ce0f-4b8e-b14f-e525f4d7c9f8,627146,Landing Page Submission,Google,No,No,1,3.0,473,1.5,Email Opened,India,Rural and Agribusiness,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Email Opened,Paul,Martin,erinburns@example.com,+1-982-387-8502x2985,1824 Rachel Inlet,Maryland,63170,39
